City,Cloudiness,Country,Date,Humidity (%),Latitude,Longitude,Max Temperature,Wind Speed (MPH)
Robertsport,0,LR,1584072866,85,6.75,6.75,82.13,8.08
Sechura,37,PE,1584072866,86,-5.56,-5.56,75.13,7.18
Sabla,0,NG,1584072866,13,12.75,12.75,71.37,15.3
Ténenkou,0,ML,1584072866,9,14.46,14.46,75.78,10.0
Atasū,100,KZ,1584072866,56,48.68,48.68,14.74,1.1
Alakurtti,100,RU,1584072866,94,66.97,66.97,28.0,1.83
Lucea,20,JM,1584072867,73,18.45,18.45,77.0,3.36
Rantepao,72,ID,1584072867,60,-2.97,-2.97,83.95,2.24
Naze,75,JP,1584072867,82,28.37,28.37,66.2,9.17
Qixingtai,26,CN,1584072867,49,30.41,30.41,63.0,20.0
Rurrenabaque,64,BO,1584072867,77,-14.44,-14.44,76.06,1.63
Portland,1,US,1584072804,49,45.52,45.52,48.2,5.82
Bengkulu,93,ID,1584072665,56,-3.8,-3.8,88.59,2.06
Muli,33,MV,1584072667,77,2.92,2.92,82.92,13.38
Karratha,87,AU,1584072637,74,-20.74,-20.74,82.81,3.31
Mrągowo,7,PL,1584072868,69,53.86,53.86,35.6,8.05
Cheney,20,US,1584072868,40,47.49,47.49,37.4,6.93
Guerrero Negro,0,MX,1584072639,78,27.98,27.98,61.9,6.67
Itoman,75,JP,1584072868,82,26.12,26.12,68.0,10.29
Vila,100,PT,1584072868,81,42.03,42.03,52.0,8.05
Anadyr,20,RU,1584072868,80,64.75,64.75,33.8,24.61
Pangnirtung,100,CA,1584072673,93,66.15,66.15,-16.69,5.19
Río Bueno,100,CL,1584072868,98,-40.32,-40.32,56.32,2.93
Atar,0,MR,1584072869,11,20.52,20.52,68.58,8.46
Caramay,34,PH,1584072869,57,10.18,10.18,84.99,9.95
Roura,20,GF,1584072869,94,4.73,4.73,71.6,2.37
DeKalb County,75,US,1584072869,64,33.75,33.75,69.8,11.41
Murud,0,IN,1584072869,62,18.33,18.33,69.8,7.38
Zabid,91,YE,1584072869,51,14.2,14.2,76.48,6.42
Conde,90,BR,1584072869,100,-7.26,-7.26,75.2,6.02
Leiva,89,CO,1584072869,97,1.93,1.93,66.6,0.25
Tautira,40,PF,1584072655,70,-17.73,-17.73,86.0,4.7
Corn Island,0,NI,1584072870,78,12.17,12.17,79.81,16.17
Philadelphia,90,US,1584072717,100,39.95,39.95,51.01,6.93
Geraldton,100,AU,1584072677,26,-28.77,-28.77,95.0,20.8
Cabedelo,90,BR,1584072870,100,-6.98,-6.98,75.2,5.41
Dauphin,90,CA,1584072870,67,51.15,51.15,19.4,10.29
Fairbanks,90,US,1584072631,72,64.84,64.84,10.4,4.7
Nemuro,75,JP,1584072654,71,43.32,43.32,42.8,25.28
Longyearbyen,40,SJ,1584072644,57,78.22,78.22,-11.2,18.34
Elko,1,US,1584072871,28,41.0,41.0,44.6,8.05
Quimper,20,FR,1584072871,86,48.0,48.0,42.8,4.7
Ust'-Shonosha,98,RU,1584072871,97,61.15,61.15,32.72,6.93
Atambua,3,ID,1584072686,68,-9.11,-9.11,84.0,5.68
Takoradze,55,GH,1584072695,94,4.88,4.88,77.83,4.03
Ambon City,75,ID,1584072872,63,-3.7,-3.7,91.4,4.7
Wanning,0,CN,1584072872,75,18.8,18.8,81.32,13.11
Saskylakh,100,RU,1584072655,94,71.92,71.92,-3.86,18.03
Ngunguru,17,NZ,1584072872,69,-35.62,-35.62,69.01,7.0
Hamilton,90,US,1584072633,93,39.18,39.18,61.0,10.29
Champerico,65,GT,1584072872,61,14.3,14.3,80.69,3.78
Ust-Kuyga,0,RU,1584072649,84,70.02,70.02,-13.88,2.33
Lincoln,1,US,1584072602,64,40.8,40.8,42.8,10.49
Leningradskiy,100,RU,1584072655,79,69.38,69.38,25.75,13.71
Amapá,99,BR,1584072873,86,1.0,1.0,74.89,3.58
Trelew,22,AR,1584072873,51,-43.25,-43.25,65.66,4.68
Oussouye,0,SN,1584072873,88,12.48,12.48,75.2,4.7
Storforshei,89,NO,1584072873,94,66.4,66.4,10.09,7.72
Cayenne,20,GF,1584072485,94,4.93,4.93,71.6,6.91
Dewas,20,IN,1584072873,32,22.97,22.97,68.0,6.93
Cedar City,40,US,1584072873,40,37.68,37.68,52.0,5.1
Port-Cartier,5,CA,1584072684,71,50.03,50.03,8.01,8.05
La Reforma,40,MX,1584072874,73,25.08,25.08,73.4,7.56
Laguna,1,US,1584072677,29,38.42,38.42,69.01,4.7
Abhā,33,SA,1584072874,62,18.22,18.22,57.2,5.82
Roald,100,NO,1584072874,68,62.58,62.58,32.0,13.87
Juntas,43,CR,1584072874,88,10.28,10.28,70.0,25.01
Rawson,33,AR,1584072874,79,-43.3,-43.3,64.74,2.84
Belyy Yar,0,RU,1584072665,47,53.6,53.6,33.8,4.47
Saint Anthony,1,US,1584072691,64,45.02,45.02,35.01,20.8
Melilla,100,ES,1584072875,72,35.29,35.29,60.8,8.05
Bayangol,81,RU,1584072875,59,50.7,50.7,18.18,3.22
Antón Lizardo,5,MX,1584072875,88,19.05,19.05,75.2,6.91
Shingū,75,JP,1584072875,54,33.73,33.73,59.0,4.7
Changji,73,CN,1584072875,59,44.02,44.02,33.8,4.47
Zatoka,0,UA,1584072875,70,46.07,46.07,46.4,8.95
Senno,100,RU,1584072876,95,59.53,59.53,33.87,13.47
Mount Isa,2,AU,1584072652,24,-20.73,-20.73,93.2,10.29
Sabāthu,93,IN,1584072876,78,30.97,30.97,53.74,5.08
Touros,75,BR,1584072646,100,-5.2,-5.2,75.2,5.82
City of San Pedro,20,PH,1584072648,55,14.35,14.35,91.4,9.17
Kubrat,0,BG,1584072876,73,43.8,43.8,51.8,4.23
Blora,70,ID,1584072876,71,-6.97,-6.97,85.1,7.83
Buta,100,CD,1584072876,98,2.79,2.79,68.99,1.01
Blagoyevo,100,RU,1584072876,97,63.37,63.37,32.45,11.72
Launceston,90,AU,1584072602,93,-41.45,-41.45,62.01,17.22
Yinchuan,0,CN,1584072877,41,38.47,38.47,34.7,3.13
Kampene,100,CD,1584072877,99,-3.6,-3.6,67.68,2.71
Ixtapa,40,MX,1584072510,88,20.7,20.7,73.4,1.16
Kaeo,31,NZ,1584072656,82,-35.1,-35.1,73.0,23.13
Ampanihy,0,MG,1584072640,73,-24.7,-24.7,71.4,3.89
Vanavara,22,RU,1584072701,81,60.34,60.34,16.16,4.56
Rafai,97,CF,1584072877,98,4.95,4.95,65.98,1.72
Sirūr,0,IN,1584072878,60,18.83,18.83,66.96,11.74
Tromsø,75,NO,1584072878,85,69.65,69.65,21.2,10.29
Cortez,75,US,1584072816,75,37.35,37.35,44.6,4.7
Marsaxlokk,0,MT,1584072878,87,35.84,35.84,55.99,9.17
Desaguadero,95,PE,1584072878,74,-16.57,-16.57,47.43,7.81
Arawa,60,PG,1584072878,76,-6.21,-6.21,84.9,21.59
Narva-Jõesuu,100,EE,1584072878,97,59.46,59.46,34.63,22.46
Nsanje,18,MW,1584072878,98,-16.92,-16.92,69.62,3.13
Malinyi,95,TZ,1584072645,98,-8.93,-8.93,71.71,2.21
Vangaindrano,26,MG,1584072879,94,-23.35,-23.35,70.63,2.06
General Pico,0,AR,1584072879,72,-35.66,-35.66,74.66,8.48
Nichinan,75,JP,1584072879,63,31.6,31.6,60.8,4.7
Kamenka,100,RU,1584072879,80,51.32,51.32,41.0,11.99
Devils Lake,90,US,1584072785,100,48.11,48.11,23.0,16.11
La Paz,75,BO,1584072855,93,-16.5,-16.5,42.8,5.82
Beringovskiy,100,RU,1584072683,97,63.05,63.05,33.73,17.92
Gusau,0,NG,1584072880,17,12.16,12.16,65.35,16.11
Christchurch,0,NZ,1584072775,63,-43.53,-43.53,62.6,18.34
Oktyabr'skoye,70,RU,1584072880,70,43.06,43.06,32.0,4.47
Huilong,100,CN,1584072880,96,31.81,31.81,57.0,11.3
Kibakwe,100,TZ,1584072880,97,-6.72,-6.72,64.27,0.65
Kashgar,20,CN,1584072880,35,39.45,39.45,41.0,4.47
Shagonar,68,RU,1584072881,88,51.53,51.53,8.29,1.03
Patiāla,51,IN,1584072881,73,30.33,30.33,63.16,1.77
Jalu,0,LY,1584072681,78,29.03,29.03,53.51,15.93
Fort Saint James,62,CA,1584072881,90,54.43,54.43,13.77,7.34
Khorixas,43,NA,1584072881,33,-20.37,-20.37,73.69,3.13
Verkhnevilyuysk,100,RU,1584072882,92,63.45,63.45,1.72,12.71
Nanortalik,24,GL,1584072642,74,60.14,60.14,21.31,5.55
Sioux Lookout,90,CA,1584072499,79,50.1,50.1,26.6,19.46
Rockport,20,US,1584072882,83,28.02,28.02,71.6,12.75
Kwang Binh,0,VN,1584072660,52,17.48,17.48,89.02,3.78
Susanville,1,US,1584072882,30,40.42,40.42,42.8,7.16
Cocobeach,20,GA,1584072882,94,1.0,1.0,78.8,6.71
Lodja,100,CD,1584072882,99,-3.48,-3.48,70.2,1.52
Kamaishi,75,JP,1584072882,49,39.27,39.27,59.0,16.11
Villablino,90,ES,1584072883,81,42.94,42.94,50.0,4.5
Port Lincoln,54,AU,1584072652,67,-34.73,-34.73,67.44,21.32
Inyonga,100,TZ,1584072883,91,-6.72,-6.72,64.02,1.88
Santa Vitória do Palmar,0,BR,1584072883,95,-33.52,-33.52,68.99,5.57
Lahaina,20,US,1584072883,65,20.88,20.88,77.0,4.7
Taltal,74,CL,1584072681,90,-25.4,-25.4,60.53,1.14
Paracuru,75,BR,1584072883,88,-3.41,-3.41,75.2,1.12
Broken Hill,0,AU,1584072670,24,-31.95,-31.95,89.6,17.22
Kodār,31,IN,1584072884,76,16.98,16.98,79.48,8.55
Orlik,84,RU,1584072698,79,52.52,52.52,10.22,3.67
Bilibino,97,RU,1584072668,86,68.05,68.05,5.47,1.81
Belaya,100,UA,1584072725,63,49.03,49.03,48.99,8.99
Fazilpur,58,PK,1584072884,82,32.18,32.18,59.0,11.41
Shawnee,1,US,1584072884,67,39.05,39.05,46.99,8.05
Yarim,75,YE,1584072885,44,14.3,14.3,52.59,4.23
Saint-Michel-des-Saints,99,CA,1584072885,7,46.68,46.68,28.0,1.99
Faya,48,SA,1584072885,62,18.39,18.39,57.2,5.82
San Quintín,43,MX,1584072682,75,30.48,30.48,60.19,3.44
Hutchinson,1,US,1584072885,62,38.06,38.06,51.01,12.75
Niamey,0,NE,1584072885,9,13.51,13.51,80.6,13.87
Ola,100,RU,1584072885,73,59.58,59.58,5.04,10.54
La Providencia,97,MX,1584072686,96,28.72,28.72,64.99,5.99
Khāsh,0,IR,1584072885,22,28.22,28.22,48.92,7.02
Kupang,40,ID,1584072715,74,-10.17,-10.17,87.8,6.93
Umluj,100,SA,1584072653,61,25.02,25.02,63.84,13.31
Oistins,40,BB,1584072886,73,13.07,13.07,77.0,18.34
Dwārka,98,IN,1584072886,53,22.24,22.24,73.4,11.9
Guozhen,92,CN,1584072886,32,34.37,34.37,51.82,5.59
Margate,0,GB,1584072673,81,51.38,51.38,44.01,16.11
Maltahöhe,0,NA,1584072886,34,-24.83,-24.83,61.18,2.57
Helena,90,US,1584072887,37,46.59,46.59,33.8,4.7
Ginda,52,IN,1584072887,67,30.69,30.69,51.13,3.47
Luanda,75,AO,1584072659,88,-8.84,-8.84,80.6,5.82
Abnūb,100,EG,1584072887,81,27.27,27.27,51.8,26.4
Rapid City,1,US,1584072883,73,44.08,44.08,28.99,5.82
Vila do Maio,0,CV,1584072887,74,15.13,15.13,78.8,12.75
Ambilobe,75,MG,1584072887,92,-13.2,-13.2,75.94,2.26
Horta,25,PT,1584072888,83,38.53,38.53,55.51,8.66
Caucayá,84,CO,1584072708,96,-0.19,-0.19,73.71,0.43
Lompoc,75,US,1584072691,87,34.64,34.64,57.2,3.36
